name,salary,year,team
Chris Bosh,"$17,545,000",2013,MIA
LeBron James,"$17,545,000",2013,MIA
Dwyane Wade,"$17,182,000",2013,MIA
Mike Miller,"$5,800,000",2013,MIA
Udonis Haslem,"$4,060,000",2013,MIA
Mario Chalmers,"$4,000,000",2013,MIA
Joel Anthony,"$3,750,000",2013,MIA
Shane Battier,"$3,135,000",2013,MIA
Ray Allen,"$3,090,000",2013,MIA
James Jones,"$1,500,000",2013,MIA
Rashard Lewis,"$1,352,181",2013,MIA
Norris Cole,"$1,082,520",2013,MIA
Chris Andersen,"$699,952",2013,MIA
Josh Harrellson,"$354,197",2013,MIA
Jarvis Varnado,"$275,805",2013,MIA
Terrel Harris,"$186,656",2013,MIA
