name,salary,year,team
Hedo Turkoglu,"$12,000,000",2014,ORL
Jameer Nelson,"$8,600,000",2014,ORL
Arron Afflalo,"$7,312,500",2014,ORL
Glen Davis,"$6,400,000",2014,ORL
Victor Oladipo,"$4,763,760",2014,ORL
Al Harrington,"$3,574,300",2014,ORL
Quentin Richardson,"$2,808,600",2014,ORL
Jason Maxiell,"$2,500,000",2014,ORL
Maurice Harkless,"$1,809,840",2014,ORL
Nikola Vucevic,"$1,793,520",2014,ORL
Tobias Harris,"$1,545,840",2014,ORL
Andrew Nicholson,"$1,482,000",2014,ORL
Ronnie Price,"$1,265,977",2014,ORL
E'Twaun Moore,"$884,293",2014,ORL
Kyle O'Quinn,"$788,872",2014,ORL
Doron Lamb,"$788,872",2014,ORL
