name,salary,year,team
Shareef Abdur-Rahim,"$10,130,000",2001,MEM
Bryant Reeves,"$10,110,000",2001,MEM
Isaac Austin,"$5,500,000",2001,MEM
Doug West,"$3,680,000",2001,MEM
Mike Bibby,"$3,308,160",2001,MEM
Stromile Swift,"$3,164,280",2001,MEM
Brent Price,"$2,880,000",2001,MEM
Othella Harrington,"$2,250,000",2001,MEM
Grant Long,"$2,200,000",2001,MEM
Tony Massenburg,"$1,360,000",2001,MEM
Michael Dickerson,"$1,310,400",2001,MEM
Kevin Edwards,"$1,000,000",2001,MEM
Mahmoud Abdul-Rauf,"$798,500",2001,MEM
Damon Jones,"$710,000",2001,MEM
William Cunningham,"$498,500",2001,MEM
