name,salary,year,team
Zach Randolph,"$17,666,666",2011,MEM
Rudy Gay,"$13,603,750",2011,MEM
Marko Jaric,"$7,625,000",2011,MEM
Shane Battier,"$7,354,500",2011,MEM
Mike Conley,"$4,913,007",2011,MEM
O.J. Mayo,"$4,456,200",2011,MEM
Marc Gasol,"$3,480,000",2011,MEM
Tony Allen,"$3,000,000",2011,MEM
Xavier Henry,"$2,020,200",2011,MEM
Hamed Haddadi,"$1,600,000",2011,MEM
Darrell Arthur,"$1,123,680",2011,MEM
Greivis Vasquez,"$1,035,960",2011,MEM
Sam Young,"$886,000",2011,MEM
Jason Williams,"$524,964",2011,MEM
Ishmael Smith,"$473,604",2011,MEM
Rodney Carney,"$274,756",2011,MEM
Acie Law,"$203,057",2011,MEM
