name,salary,year,team
Steve Francis,"$17,180,000",2009,POR
Raef LaFrentz,"$12,722,500",2009,POR
Darius Miles,"$9,000,000",2009,POR
Joel Przybilla,"$6,310,150",2009,POR
Greg Oden,"$5,011,680",2009,POR
LaMarcus Aldridge,"$4,631,400",2009,POR
Steve Blake,"$4,250,000",2009,POR
Travis Outlaw,"$4,000,000",2009,POR
Martell Webster,"$3,771,133",2009,POR
Channing Frye,"$3,163,769",2009,POR
Brandon Roy,"$3,084,240",2009,POR
Jerryd Bayless,"$1,993,560",2009,POR
Michael Ruffin,"$1,141,838",2009,POR
Rudy Fernandez,"$1,084,080",2009,POR
Sergio Rodriguez,"$1,048,800",2009,POR
Nicolas Batum,"$1,040,640",2009,POR
Shavlik Randolph,"$826,269",2009,POR
