name,salary,year,team
Tim Duncan,"$15,845,156",2006,SAS
Tony Parker,"$8,400,000",2006,SAS
Manu Ginobili,"$7,428,937",2006,SAS
Rasho Nesterovic,"$6,720,000",2006,SAS
Nazr Mohammed,"$5,500,000",2006,SAS
Brent Barry,"$4,691,390",2006,SAS
Bruce Bowen,"$3,375,000",2006,SAS
Robert Horry,"$3,000,000",2006,SAS
Michael Finley,"$2,675,000",2006,SAS
Fabricio Oberto,"$2,325,000",2006,SAS
Nick Van Exel,"$1,138,500",2006,SAS
Beno Udrih,"$904,800",2006,SAS
Sean Marks,"$835,810",2006,SAS
Romain Sato,"$682,051",2006,SAS
Melvin Sanders,"$24,315",2006,SAS
Alex Scales,"$24,315",2006,SAS
