name,salary,year,team
Al Horford,"$12,000,000",2014,ATL
Paul Millsap,"$9,500,000",2014,ATL
Jeff Teague,"$8,000,000",2014,ATL
Kyle Korver,"$6,760,563",2014,ATL
Louis Williams,"$5,225,000",2014,ATL
Elton Brand,"$4,000,000",2014,ATL
DeMarre Carroll,"$2,557,545",2014,ATL
Gustavo Ayon,"$1,500,000",2014,ATL
Dennis Schroeder,"$1,348,200",2014,ATL
John Jenkins,"$1,258,800",2014,ATL
Jared Cunningham,"$1,208,400",2014,ATL
Shelvin Mack,"$884,293",2014,ATL
Mike Scott,"$788,872",2014,ATL
Jeremy Tyler,"$100,000",2014,ATL
