name,salary,year,team
Deron Williams,"$14,940,152",2011,BRK
Dan Gadzuric,"$7,248,325",2011,BRK
Travis Outlaw,"$7,000,000",2011,BRK
Sasha Vujacic,"$5,475,113",2011,BRK
Anthony Morrow,"$4,000,000",2011,BRK
Jordan Farmar,"$3,750,000",2011,BRK
Brandan Wright,"$3,398,072",2011,BRK
Johan Petro,"$3,250,000",2011,BRK
Kris Humphries,"$3,200,000",2011,BRK
Brook Lopez,"$2,413,320",2011,BRK
Damion James,"$1,156,320",2011,BRK
Quinton Ross,"$1,146,337",2011,BRK
Stephen Graham,"$992,680",2011,BRK
Ben Uzoh,"$473,604",2011,BRK
Orien Greene,"$52,066",2011,BRK
