name,salary,year,team
Tim Duncan,"$18,700,000",2011,SAS
Tony Parker,"$13,500,000",2011,SAS
Manu Ginobili,"$11,854,584",2011,SAS
Richard Jefferson,"$8,400,000",2011,SAS
Antonio McDyess,"$4,860,000",2011,SAS
Tiago Splitter,"$3,400,000",2011,SAS
Matt Bonner,"$3,000,000",2011,SAS
James Anderson,"$1,361,400",2011,SAS
George Hill,"$1,157,160",2011,SAS
DeJuan Blair,"$918,000",2011,SAS
Chris Quinn,"$861,978",2011,SAS
Gary Neal,"$525,000",2011,SAS
Steve Novak,"$350,179",2011,SAS
Ime Udoka,"$264,232",2011,SAS
Danny Green,"$94,154",2011,SAS
Alonzo Gee,"$76,219",2011,SAS
Bobby Simmons,"$71,951",2011,SAS
Garrett Temple,"$71,736",2011,SAS
Larry Owens,"$55,718",2011,SAS
