name,salary,year,team
Antoine Walker,"$14,625,000",2005,ATL
Al Harrington,"$6,325,000",2005,ATL
Chris Crawford,"$3,250,000",2005,ATL
Tony Delk,"$2,700,000",2005,ATL
Predrag Drobnjak,"$2,550,000",2005,ATL
Josh Childress,"$2,490,360",2005,ATL
Jon Barry,"$1,800,000",2005,ATL
Jason Collier,"$1,500,000",2005,ATL
Kevin Willis,"$1,300,000",2005,ATL
Josh Smith,"$1,270,080",2005,ATL
Kenny Anderson,"$1,100,000",2005,ATL
Boris Diaw,"$1,097,640",2005,ATL
Royal Ivey,"$425,000",2005,ATL
Donta Smith,"$425,000",2005,ATL
Jelani McCoy,"$167,418",2005,ATL
Anthony Miller,"$34,118",2005,ATL
