name,salary,year,team
LaMarcus Aldridge,"$19,500,000",2016,SAS
Kawhi Leonard,"$16,500,000",2016,SAS
Tony Parker,"$13,437,500",2016,SAS
Danny Green,"$10,000,000",2016,SAS
Boris Diaw,"$7,000,000",2016,SAS
Tim Duncan,"$5,000,000",2016,SAS
Patrick Mills,"$3,578,947",2016,SAS
Manu Ginobili,"$2,814,000",2016,SAS
Matt Bonner,"$1,499,187",2016,SAS
Rasual Butler,"$1,499,187",2016,SAS
David West,"$1,499,000",2016,SAS
Boban Marjanovic,"$1,200,000",2016,SAS
Kyle Anderson,"$1,142,879",2016,SAS
Ray McCallum,"$947,276",2016,SAS
Jonathon Simmons,"$525,093",2016,SAS
Jimmer Fredette,"$507,711",2016,SAS
Andre Miller,"$396,844",2016,SAS
Kevin Martin,"$317,475",2016,SAS
