name,salary,year,team
Zydrunas Ilgauskas,"$10,130,000",2001,CLE
Wesley Person,"$5,600,000",2001,CLE
Chris Gatling,"$5,550,000",2001,CLE
Brevin Knight,"$4,250,000",2001,CLE
Lamond Murray,"$3,380,000",2001,CLE
Cedric Henderson,"$2,700,000",2001,CLE
Bimbo Coles,"$2,250,000",2001,CLE
Robert Traylor,"$2,203,080",2001,CLE
J.R. Reid,"$2,200,000",2001,CLE
Mark Bryant,"$2,200,000",2001,CLE
Clarence Weatherspoon,"$2,100,000",2001,CLE
Chris Mihm,"$1,923,600",2001,CLE
Andre Miller,"$1,808,400",2001,CLE
Trajan Langdon,"$1,500,120",2001,CLE
Matt Harpring,"$1,244,880",2001,CLE
Michael Hawkins,"$423,500",2001,CLE
Gary Grant,"$316,969",2001,CLE
