name,salary,year,team
Dirk Nowitzki,"$19,795,714",2010,DAL
Erick Dampier,"$12,115,500",2010,DAL
Jason Terry,"$9,862,500",2010,DAL
Caron Butler,"$9,780,970",2010,DAL
Jason Kidd,"$8,000,000",2010,DAL
Shawn Marion,"$6,635,068",2010,DAL
Brendan Haywood,"$6,000,000",2010,DAL
Matt Carroll,"$4,700,000",2010,DAL
DeShawn Stevenson,"$3,886,928",2010,DAL
Eduardo Najera,"$3,100,000",2010,DAL
Jose Barea,"$1,657,500",2010,DAL
Tim Thomas,"$1,306,455",2010,DAL
Rodrigue Beaubois,"$1,075,440",2010,DAL
Greg Buckner,"$1,000,000",2010,DAL
