name,salary,year,team
Nikola Vucevic,"$11,250,000",2016,ORL
Brandon Jennings,"$8,344,497",2016,ORL
Ersan Ilyasova,"$7,900,000",2016,ORL
Victor Oladipo,"$5,192,520",2016,ORL
C.J. Watson,"$5,000,000",2016,ORL
Jason Smith,"$4,300,000",2016,ORL
Aaron Gordon,"$4,171,680",2016,ORL
Mario Hezonja,"$3,741,480",2016,ORL
Elfrid Payton,"$2,505,720",2016,ORL
Andrew Nicholson,"$2,380,594",2016,ORL
Evan Fournier,"$2,288,205",2016,ORL
Shabazz Napier,"$1,294,440",2016,ORL
Chris Copeland,"$1,100,000",2016,ORL
Jared Cunningham,"$981,348",2016,ORL
Dewayne Dedmon,"$947,278",2016,ORL
Devyn Marble,"$845,059",2016,ORL
Joe Harris,"$845,059",2016,ORL
Keith Appling,"$161,776",2016,ORL
Jordan Sibert,"$100,000",2016,ORL
