name,salary,year,team
Ben Wallace,"$16,000,000",2007,CHI
P.J. Brown,"$8,560,000",2007,CHI
Andres Nocioni,"$3,950,000",2007,CHI
Ben Gordon,"$3,862,080",2007,CHI
Tyrus Thomas,"$3,260,760",2007,CHI
Kirk Hinrich,"$3,192,628",2007,CHI
Chris Duhon,"$3,024,000",2007,CHI
Mike Sweetney,"$2,696,956",2007,CHI
Luol Deng,"$2,614,440",2007,CHI
Malik Allen,"$1,803,600",2007,CHI
Thabo Sefolosha,"$1,679,280",2007,CHI
Adrian Griffin,"$1,475,000",2007,CHI
Viktor Khryapa,"$1,172,400",2007,CHI
Andre Barrett,"$744,551",2007,CHI
Martynas Andriuskevicius,"$664,209",2007,CHI
Luke Schenscher,"$55,000",2007,CHI
