name,salary,year,team
Jerry Stackhouse,"$5,310,000",2001,DET
Ben Wallace,"$4,000,000",2001,DET
Dana Barros,"$3,700,000",2001,DET
Jud Buechler,"$3,260,000",2001,DET
Chucky Atkins,"$3,000,000",2001,DET
Jerome Williams,"$2,870,000",2001,DET
Mikki Moore,"$2,850,000",2001,DET
Joe Smith,"$2,250,000",2001,DET
Eric Montross,"$2,240,000",2001,DET
Michael Curry,"$2,200,000",2001,DET
John Wallace,"$2,200,000",2001,DET
Eric Murdock,"$2,100,000",2001,DET
Billy Owens,"$2,100,000",2001,DET
Mateen Cleaves,"$1,253,400",2001,DET
Ansu Sesay,"$508,000",2001,DET
Torraye Braggs,"$316,969",2001,DET
Brian Cardinal,"$316,969",2001,DET
