name,salary,year,team
Kenyon Martin,"$10,636,364",2006,DEN
Marcus Camby,"$9,150,000",2006,DEN
Andre Miller,"$8,100,000",2006,DEN
Earl Watson,"$5,000,000",2006,DEN
Eduardo Najera,"$4,190,476",2006,DEN
Carmelo Anthony,"$3,713,640",2006,DEN
Voshon Lenard,"$3,520,000",2006,DEN
Nene,"$3,039,889",2006,DEN
Earl Boykins,"$2,750,000",2006,DEN
Greg Buckner,"$1,670,000",2006,DEN
Julius Hodge,"$1,148,760",2006,DEN
Bryon Russell,"$1,138,500",2006,DEN
Linas Kleiza,"$879,360",2006,DEN
DerMarr Johnson,"$835,810",2006,DEN
Francisco Elson,"$719,373",2006,DEN
