name,salary,year,team
Anderson Varejao,"$9,638,554",2016,POR
Al-Farouq Aminu,"$7,500,000",2016,POR
Ed Davis,"$7,000,000",2016,POR
Gerald Henderson,"$6,000,000",2016,POR
Chris Kaman,"$5,000,000",2016,POR
Damian Lillard,"$4,236,287",2016,POR
Meyers Leonard,"$3,075,880",2016,POR
Maurice Harkless,"$2,894,059",2016,POR
Brian Roberts,"$2,854,940",2016,POR
Mike Miller,"$2,854,940",2016,POR
Noah Vonleh,"$2,637,720",2016,POR
C.J. McCollum,"$2,525,160",2016,POR
Mason Plumlee,"$1,415,520",2016,POR
Allen Crabbe,"$947,276",2016,POR
Tim Frazier,"$845,059",2016,POR
Luis Montero,"$525,093",2016,POR
Pat Connaughton,"$525,093",2016,POR
Cliff Alexander,"$525,093",2016,POR
