name,salary,year,team
Vin Baker,"$13,500,000",2004,BOS
Paul Pierce,"$11,326,219",2004,BOS
Raef LaFrentz,"$8,178,750",2004,BOS
Chris Mills,"$6,600,000",2004,BOS
Ricky Davis,"$5,000,600",2004,BOS
Michael Stewart,"$4,480,000",2004,BOS
Chris Mihm,"$2,809,494",2004,BOS
Jumaine Jones,"$1,500,000",2004,BOS
Marcus Banks,"$1,499,400",2004,BOS
Jiri Welsch,"$1,326,600",2004,BOS
Walter McCarty,"$1,200,000",2004,BOS
Mark Blount,"$944,922",2004,BOS
Kendrick Perkins,"$814,320",2004,BOS
Mike James,"$638,679",2004,BOS
Brandon Hunter,"$366,931",2004,BOS
