name,salary,year,team
Chris Bosh,"$16,022,500",2012,MIA
LeBron James,"$16,022,500",2012,MIA
Dwyane Wade,"$15,691,000",2012,MIA
Mike Miller,"$5,400,000",2012,MIA
Mario Chalmers,"$4,000,000",2012,MIA
Udonis Haslem,"$3,780,000",2012,MIA
Joel Anthony,"$3,600,000",2012,MIA
Shane Battier,"$3,000,000",2012,MIA
James Jones,"$1,500,000",2012,MIA
Juwan Howard,"$1,352,181",2012,MIA
Eddy Curry,"$1,229,255",2012,MIA
Norris Cole,"$1,035,960",2012,MIA
Dexter Pittman,"$762,195",2012,MIA
Terrel Harris,"$473,604",2012,MIA
Mickell Gladness,"$248,263",2012,MIA
