name,salary,year,team
Peja Stojakovic,"$10,800,000",2007,NOP
Tyson Chandler,"$9,150,000",2007,NOP
Desmond Mason,"$8,037,037",2007,NOP
Bobby Jackson,"$5,259,000",2007,NOP
Marc Jackson,"$4,875,000",2007,NOP
Chris Paul,"$3,380,160",2007,NOP
Rasual Butler,"$3,000,000",2007,NOP
David West,"$2,051,938",2007,NOP
Hilton Armstrong,"$1,767,600",2007,NOP
Cedric Simmons,"$1,515,480",2007,NOP
Jannero Pargo,"$1,000,000",2007,NOP
Linton Johnson,"$771,331",2007,NOP
Brandon Bass,"$664,209",2007,NOP
Devin Brown,"$564,518",2007,NOP
Arvydas Macijauskas,"$500,000",2007,NOP
Marcus Vinicius,"$412,718",2007,NOP
