name,salary,year,team
Harrison Barnes,"$23,112,004",2018,DAL
Wesley Matthews,"$17,884,176",2018,DAL
Dwight Powell,"$9,003,125",2018,DAL
Josh McRoberts,"$6,021,175",2018,DAL
Dirk Nowitzki,"$5,000,000",2018,DAL
Devin Harris,"$4,402,546",2018,DAL
Nerlens Noel,"$4,187,599",2018,DAL
J.J. Barea,"$3,903,900",2018,DAL
Dennis Smith,"$3,218,280",2018,DAL
Seth Curry,"$3,028,410",2018,DAL
Jeff Withey,"$1,577,320",2018,DAL
Salah Mejri,"$1,471,382",2018,DAL
Dorian Finney-Smith,"$1,312,611",2018,DAL
Yogi Ferrell,"$1,312,611",2018,DAL
Maxi Kleber,"$815,615",2018,DAL
Gal Mekel,"$315,760",2018,DAL
