name,salary,year,team
Derrick Rose,"$16,402,500",2013,CHI
Carlos Boozer,"$15,000,000",2013,CHI
Luol Deng,"$13,305,000",2013,CHI
Joakim Noah,"$11,300,000",2013,CHI
Richard Hamilton,"$5,000,000",2013,CHI
Kirk Hinrich,"$3,941,000",2013,CHI
Taj Gibson,"$2,155,811",2013,CHI
Marco Belinelli,"$1,957,000",2013,CHI
Nazr Mohammed,"$1,352,181",2013,CHI
Vladimir Radmanovic,"$1,352,181",2013,CHI
Nate Robinson,"$1,146,337",2013,CHI
Jimmy Butler,"$1,097,520",2013,CHI
Marquis Teague,"$1,028,400",2013,CHI
Daequan Cook,"$589,769",2013,CHI
