name,salary,year,team
Brandon Roy,"$19,317,326",2015,POR
LaMarcus Aldridge,"$16,006,000",2015,POR
Nicolas Batum,"$11,765,500",2015,POR
Arron Afflalo,"$7,750,000",2015,POR
Wesley Matthews,"$7,245,640",2015,POR
Robin Lopez,"$6,124,728",2015,POR
Chris Kaman,"$4,800,000",2015,POR
Damian Lillard,"$3,340,920",2015,POR
Dorell Wright,"$3,150,000",2015,POR
Joel Freeland,"$3,013,512",2015,POR
C.J. McCollum,"$2,421,000",2015,POR
Meyers Leonard,"$2,317,920",2015,POR
Steve Blake,"$2,077,000",2015,POR
Alonzo Gee,"$1,063,384",2015,POR
Diante Garrett,"$915,243",2015,POR
Allen Crabbe,"$862,000",2015,POR
Tim Frazier,"$50,734",2015,POR
