name,salary,year,team
Kobe Bryant,"$15,946,875",2006,LAL
Brian Grant,"$14,336,220",2006,LAL
Lamar Odom,"$11,465,333",2006,LAL
Kwame Brown,"$7,500,000",2006,LAL
Devean George,"$5,000,600",2006,LAL
Chris Mihm,"$3,792,817",2006,LAL
Stanislav Medvedenko,"$3,000,000",2006,LAL
Aaron McKie,"$2,500,000",2006,LAL
Vlade Divac,"$2,000,000",2006,LAL
Andrew Bynum,"$1,888,680",2006,LAL
Luke Walton,"$1,250,000",2006,LAL
Brian Cook,"$1,038,960",2006,LAL
Sasha Vujacic,"$910,440",2006,LAL
Smush Parker,"$745,248",2006,LAL
Laron Profit,"$745,248",2006,LAL
Devin Green,"$398,762",2006,LAL
Von Wafer,"$398,762",2006,LAL
