name,salary,year,team
Chris Paul,"$14,940,153",2011,NOP
Emeka Okafor,"$11,495,000",2011,NOP
David West,"$8,287,500",2011,NOP
Trevor Ariza,"$6,322,320",2011,NOP
Marcus Banks,"$4,847,586",2011,NOP
Jarrett Jack,"$4,600,000",2011,NOP
Willie Green,"$3,976,000",2011,NOP
Carl Landry,"$3,000,000",2011,NOP
David Andersen,"$2,500,000",2011,NOP
Marco Belinelli,"$2,380,270",2011,NOP
Jason Smith,"$2,187,913",2011,NOP
Quincy Pondexter,"$1,073,280",2011,NOP
Didier Ilunga-Mbenga,"$1,069,509",2011,NOP
Aaron Gray,"$1,028,840",2011,NOP
Pops Mensah-Bonsu,"$364,461",2011,NOP
Joe Alexander,"$90,465",2011,NOP
Sasha Pavlovic,"$67,432",2011,NOP
