name,salary,year,team
Zach Randolph,"$16,000,000",2010,MEM
Marko Jaric,"$7,100,000",2010,MEM
Hasheem Thabeet,"$4,458,840",2010,MEM
O.J. Mayo,"$4,165,560",2010,MEM
Mike Conley,"$3,883,800",2010,MEM
Steven Hunter,"$3,696,000",2010,MEM
Rudy Gay,"$3,280,997",2010,MEM
Marc Gasol,"$3,240,000",2010,MEM
Ronnie Brewer,"$2,717,161",2010,MEM
Jerry Stackhouse,"$2,000,000",2010,MEM
Hamed Haddadi,"$1,627,779",2010,MEM
Darrell Arthur,"$1,050,480",2010,MEM
DeMarre Carroll,"$1,009,680",2010,MEM
Jamaal Tinsley,"$990,300",2010,MEM
Marcus Williams,"$855,189",2010,MEM
Sam Young,"$824,200",2010,MEM
Lester Hudson,"$199,185",2010,MEM
Allen Iverson,"$161,386",2010,MEM
Trey Gilder,"$26,917",2010,MEM
