name,salary,year,team
Rashard Lewis,"$13,700,000",2013,NOP
Eric Gordon,"$13,668,750",2013,NOP
Ryan Anderson,"$8,700,000",2013,NOP
Anthony Davis,"$5,144,280",2013,NOP
Robin Lopez,"$4,899,293",2013,NOP
Matt Carroll,"$3,500,000",2013,NOP
Al-Farouq Aminu,"$2,947,800",2013,NOP
Jason Smith,"$2,500,000",2013,NOP
Xavier Henry,"$2,323,200",2013,NOP
Austin Rivers,"$2,238,360",2013,NOP
Roger Mason,"$1,223,116",2013,NOP
Greivis Vasquez,"$1,191,240",2013,NOP
Lance Thomas,"$762,195",2013,NOP
Darius Miller,"$473,604",2013,NOP
Brian Roberts,"$473,604",2013,NOP
Dominic McGuire,"$110,947",2013,NOP
Donald Sloan,"$44,835",2013,NOP
