name,salary,year,team
Jermaine O'Neal,"$19,728,000",2008,IND
Troy Murphy,"$9,206,349",2008,IND
Mike Dunleavy,"$8,219,008",2008,IND
Marquis Daniels,"$6,373,900",2008,IND
Jamaal Tinsley,"$6,300,000",2008,IND
Jeff Foster,"$5,500,000",2008,IND
Ike Diogu,"$2,286,360",2008,IND
David Harrison,"$1,734,316",2008,IND
Danny Granger,"$1,516,800",2008,IND
Travis Diener,"$1,500,000",2008,IND
Shawne Williams,"$1,470,360",2008,IND
Kareem Rush,"$854,957",2008,IND
Stephen Graham,"$770,610",2008,IND
Andre Owens,"$687,456",2008,IND
Courtney Sims,"$112,130",2008,IND
