name,salary,year,team
P.J. Brown,"$8,000,000",2006,NOP
Desmond Mason,"$7,333,333",2006,NOP
Speedy Claxton,"$3,600,000",2006,NOP
Chris Andersen,"$3,500,000",2006,NOP
George Lynch,"$3,200,000",2006,NOP
Chris Paul,"$3,144,240",2006,NOP
Arvydas Macijauskas,"$2,500,000",2006,NOP
Bostjan Nachbar,"$2,500,000",2006,NOP
Kirk Snyder,"$1,437,240",2006,NOP
David West,"$1,334,160",2006,NOP
Rasual Butler,"$1,300,000",2006,NOP
J.R. Smith,"$1,297,080",2006,NOP
Maciej Lampe,"$900,000",2006,NOP
Jackson Vroman,"$682,051",2006,NOP
Brandon Bass,"$398,762",2006,NOP
Sean Banks,"$150,751",2006,NOP
