name,salary,year,team
Michael Redd,"$12,000,000",2006,MIL
Jamaal Magloire,"$8,533,333",2006,MIL
Bobby Simmons,"$8,000,000",2006,MIL
Calvin Booth,"$6,354,600",2006,MIL
Joe Smith,"$6,353,200",2006,MIL
Dan Gadzuric,"$4,750,000",2006,MIL
Andrew Bogut,"$4,340,520",2006,MIL
T.J. Ford,"$2,303,040",2006,MIL
Jiri Welsch,"$2,177,114",2006,MIL
Toni Kukoc,"$2,000,000",2006,MIL
Mo Williams,"$1,760,000",2006,MIL
Reece Gaines,"$1,556,160",2006,MIL
Ervin Johnson,"$1,138,500",2006,MIL
Charlie Bell,"$641,748",2006,MIL
Jermaine Jackson,"$583,944",2006,MIL
Ersan Ilyasova,"$398,762",2006,MIL
Josh Davis,"$131,593",2006,MIL
