name,salary,year,team
Chris Bosh,"$25,289,390",2018,MIA
Hassan Whiteside,"$23,775,506",2018,MIA
Goran Dragic,"$17,000,450",2018,MIA
James Johnson,"$13,954,000",2018,MIA
Dion Waiters,"$11,000,000",2018,MIA
Kelly Olynyk,"$10,607,169",2018,MIA
Wayne Ellington,"$6,270,000",2018,MIA
Tyler Johnson,"$5,881,260",2018,MIA
Justise Winslow,"$2,705,040",2018,MIA
Bam Adebayo,"$2,490,360",2018,MIA
Udonis Haslem,"$2,328,652",2018,MIA
Josh Richardson,"$1,471,382",2018,MIA
Jordan Mickey,"$1,471,382",2018,MIA
Rodney McGruder,"$1,312,611",2018,MIA
Okaro White,"$1,312,611",2018,MIA
A.J. Hammons,"$1,312,611",2018,MIA
