name,salary,year,team
Antonio Davis,"$12,925,000",2005,CHI
Scottie Pippen,"$5,408,700",2005,CHI
Eddie Robinson,"$5,055,556",2005,CHI
Tyson Chandler,"$4,801,102",2005,CHI
Eddy Curry,"$3,896,402",2005,CHI
Ben Gordon,"$3,358,320",2005,CHI
Othella Harrington,"$3,150,000",2005,CHI
Eric Piatkowski,"$2,750,000",2005,CHI
Andres Nocioni,"$2,525,000",2005,CHI
Kirk Hinrich,"$2,349,840",2005,CHI
Luol Deng,"$2,273,400",2005,CHI
Cezary Trybanski,"$1,700,000",2005,CHI
Jay Williams,"$1,550,551",2005,CHI
Frank Williams,"$957,480",2005,CHI
Chris Jeffries,"$899,040",2005,CHI
Adrian Griffin,"$870,046",2005,CHI
Mike Wilks,"$720,046",2005,CHI
Jannero Pargo,"$695,046",2005,CHI
Tommy Smith,"$620,046",2005,CHI
Chris Duhon,"$385,277",2005,CHI
Jared Reiner,"$385,277",2005,CHI
