name,salary,year,team
Chris Bosh,"$22,192,730",2016,MIA
Dwyane Wade,"$20,000,000",2016,MIA
Goran Dragic,"$14,780,000",2016,MIA
Luol Deng,"$10,151,612",2016,MIA
Josh McRoberts,"$5,543,725",2016,MIA
Udonis Haslem,"$2,854,940",2016,MIA
Justise Winslow,"$2,481,720",2016,MIA
Beno Udrih,"$2,170,465",2016,MIA
Amar'e Stoudemire,"$1,499,187",2016,MIA
Gerald Green,"$1,356,000",2016,MIA
Hassan Whiteside,"$981,348",2016,MIA
Tyler Johnson,"$845,059",2016,MIA
Josh Richardson,"$525,093",2016,MIA
Joe Johnson,"$414,481",2016,MIA
Dorell Wright,"$17,637",2016,MIA
Briante Weber,"$12,355",2016,MIA
