name,salary,year,team
Glen Rice,"$8,800,000",2002,HOU
Maurice Taylor,"$6,500,000",2002,HOU
Kelvin Cato,"$6,048,000",2002,HOU
Walt Williams,"$5,000,000",2002,HOU
Cuttino Mobley,"$4,413,375",2002,HOU
Moochie Norris,"$3,600,000",2002,HOU
Steve Francis,"$3,473,520",2002,HOU
Kevin Willis,"$3,000,000",2002,HOU
Matt Maloney,"$2,543,750",2002,HOU
Eddie Griffin,"$2,011,080",2002,HOU
Jason Collier,"$1,280,040",2002,HOU
Kenny Thomas,"$946,920",2002,HOU
Dan Langhi,"$465,850",2002,HOU
Terence Morris,"$420,000",2002,HOU
Tierre Brown,"$332,817",2002,HOU
Oscar Torres,"$332,817",2002,HOU
