name,salary,year,team
Zach Randolph,"$16,500,000",2015,MEM
Marc Gasol,"$15,829,688",2015,MEM
Jeff Green,"$9,445,000",2015,MEM
Mike Conley,"$8,894,216",2015,MEM
Courtney Lee,"$5,450,000",2015,MEM
Tony Allen,"$4,831,461",2015,MEM
Vince Carter,"$3,911,981",2015,MEM
Kosta Koufos,"$3,000,000",2015,MEM
Beno Udrih,"$2,077,000",2015,MEM
Jordan Adams,"$1,344,120",2015,MEM
Jon Leuer,"$967,500",2015,MEM
Nick Calathes,"$816,482",2015,MEM
Russ Smith,"$816,482",2015,MEM
Jarnell Stokes,"$725,000",2015,MEM
Fab Melo,"$437,080",2015,MEM
Jamaal Franklin,"$163,296",2015,MEM
Tyrus Thomas,"$72,234",2015,MEM
JaMychal Green,"$59,686",2015,MEM
