name,salary,year,team
Dale Davis,"$10,068,750",2005,GSW
Adonal Foyle,"$6,500,000",2005,GSW
Christian Laettner,"$5,500,000",2005,GSW
Clifford Robinson,"$5,287,500",2005,GSW
Derek Fisher,"$4,903,000",2005,GSW
Eduardo Najera,"$3,809,524",2005,GSW
Mike Dunleavy,"$3,565,080",2005,GSW
Jason Richardson,"$3,534,018",2005,GSW
Speedy Claxton,"$3,300,000",2005,GSW
Troy Murphy,"$2,231,808",2005,GSW
Mickael Pietrus,"$1,785,960",2005,GSW
Andris Biedrins,"$1,727,760",2005,GSW
Calbert Cheaney,"$1,600,000",2005,GSW
Ansu Sesay,"$745,046",2005,GSW
Luis Flores,"$385,277",2005,GSW
