name,salary,year,team
Shaquille O'Neal,"$21,000,000",2009,PHO
Amar'e Stoudemire,"$15,070,550",2009,PHO
Steve Nash,"$12,250,000",2009,PHO
Jason Richardson,"$12,222,221",2009,PHO
Leandro Barbosa,"$6,100,000",2009,PHO
Grant Hill,"$1,976,400",2009,PHO
Goran Dragic,"$1,700,000",2009,PHO
Robin Lopez,"$1,623,720",2009,PHO
Jared Dudley,"$1,222,320",2009,PHO
Alando Tucker,"$1,001,880",2009,PHO
Matt Barnes,"$926,678",2009,PHO
Louis Amundson,"$797,581",2009,PHO
Courtney Sims,"$184,648",2009,PHO
Dee Brown,"$54,410",2009,PHO
