name,salary,year,team
Jason Kidd,"$16,440,000",2006,BRK
Vince Carter,"$13,843,156",2006,BRK
Richard Jefferson,"$10,200,000",2006,BRK
Jason Collins,"$5,500,000",2006,BRK
Marc Jackson,"$4,550,000",2006,BRK
Jeff McInnis,"$3,400,000",2006,BRK
Clifford Robinson,"$2,500,000",2006,BRK
Ron Mercer,"$1,760,000",2006,BRK
Scott Padgett,"$1,670,000",2006,BRK
Antoine Wright,"$1,461,360",2006,BRK
Lamond Murray,"$1,138,500",2006,BRK
Zoran Planinic,"$1,127,280",2006,BRK
Jacque Vaughn,"$1,094,550",2006,BRK
Nenad Krstic,"$1,010,040",2006,BRK
Linton Johnson,"$719,373",2006,BRK
Ben Handlogten,"$35,091",2006,BRK
