name,salary,year,team
Rashard Lewis,"$14,880,000",2008,ORL
Hedo Turkoglu,"$6,373,900",2008,ORL
Dwight Howard,"$6,061,274",2008,ORL
Tony Battie,"$5,200,000",2008,ORL
Carlos Arroyo,"$4,100,000",2008,ORL
Pat Garrity,"$3,818,750",2008,ORL
Keyon Dooling,"$3,596,000",2008,ORL
Brian Cook,"$3,500,000",2008,ORL
Keith Bogans,"$2,440,000",2008,ORL
J.J. Redick,"$2,000,160",2008,ORL
Jameer Nelson,"$1,961,609",2008,ORL
Maurice Evans,"$1,740,000",2008,ORL
Adonal Foyle,"$1,219,590",2008,ORL
James Augustine,"$687,456",2008,ORL
Marcin Gortat,"$427,163",2008,ORL
Bo Outlaw,"$160,071",2008,ORL
