name,salary,year,team
Dirk Nowitzki,"$17,278,618",2011,DAL
Tyson Chandler,"$12,600,000",2011,DAL
Jason Terry,"$10,650,000",2011,DAL
Caron Butler,"$10,561,960",2011,DAL
Jason Kidd,"$8,610,500",2011,DAL
Shawn Marion,"$7,305,500",2011,DAL
Brendan Haywood,"$6,900,000",2011,DAL
DeShawn Stevenson,"$4,151,786",2011,DAL
Jose Barea,"$1,815,000",2011,DAL
Brian Cardinal,"$1,352,181",2011,DAL
Rodrigue Beaubois,"$1,156,080",2011,DAL
Dominique Jones,"$1,110,120",2011,DAL
Ian Mahinmi,"$762,196",2011,DAL
Peja Stojakovic,"$636,320",2011,DAL
Steve Novak,"$384,766",2011,DAL
Sasha Pavlovic,"$134,863",2011,DAL
