name,salary,year,team
Jermaine O'Neal,"$18,084,000",2007,IND
Troy Murphy,"$8,285,714",2007,IND
Mike Dunleavy,"$7,438,016",2007,IND
Marquis Daniels,"$5,883,600",2007,IND
Jamaal Tinsley,"$5,850,000",2007,IND
Jeff Foster,"$5,500,000",2007,IND
Ike Diogu,"$2,137,200",2007,IND
Danny Granger,"$1,417,800",2007,IND
Shawne Williams,"$1,367,760",2007,IND
Keith McLeod,"$1,350,000",2007,IND
Darrell Armstrong,"$1,178,348",2007,IND
John Edwards,"$1,080,000",2007,IND
David Harrison,"$960,840",2007,IND
Maceo Baston,"$744,551",2007,IND
Orien Greene,"$664,209",2007,IND
Rawle Marshall,"$664,209",2007,IND
James White,"$412,718",2007,IND
Jimmie Hunter,"$100,000",2007,IND
