name,salary,year,team
Paul Pierce,"$15,101,625",2007,BOS
Wally Szczerbiak,"$11,775,000",2007,BOS
Theo Ratliff,"$11,666,666",2007,BOS
Vin Baker,"$5,243,334",2007,BOS
Brian Scalabrine,"$2,793,103",2007,BOS
Luke Jackson,"$2,091,480",2007,BOS
Brian Grant,"$1,938,870",2007,BOS
Sebastian Telfair,"$1,793,160",2007,BOS
Kendrick Perkins,"$1,689,409",2007,BOS
Al Jefferson,"$1,618,320",2007,BOS
Gerald Green,"$1,347,000",2007,BOS
Rajon Rondo,"$1,143,600",2007,BOS
Michael Olowokandi,"$1,103,225",2007,BOS
Delonte West,"$1,080,480",2007,BOS
Tony Allen,"$1,037,280",2007,BOS
Ryan Gomes,"$664,209",2007,BOS
Leon Powe,"$432,000",2007,BOS
Allan Ray,"$412,718",2007,BOS
Kevin Pittsnogle,"$50,000",2007,BOS
