name,salary,year,team
Blake Griffin,"$29,512,900",2018,LAC
DeAndre Jordan,"$22,642,350",2018,LAC
Danilo Gallinari,"$20,559,599",2018,LAC
Austin Rivers,"$11,825,000",2018,LAC
Lou Williams,"$7,000,000",2018,LAC
Milos Teodosic,"$6,000,000",2018,LAC
Wesley Johnson,"$5,881,260",2018,LAC
Patrick Beverley,"$5,513,514",2018,LAC
Sam Dekker,"$1,794,600",2018,LAC
Willie Reed,"$1,577,230",2018,LAC
Montrezl Harrell,"$1,471,382",2018,LAC
Brice Johnson,"$1,331,160",2018,LAC
Paul Pierce,"$1,096,080",2018,LAC
Jawun Evans,"$815,615",2018,LAC
Sindarius Thornwell,"$815,615",2018,LAC
Carlos Delfino,"$650,000",2018,LAC
Jordan Farmar,"$510,921",2018,LAC
Miroslav Raduljica,"$300,000",2018,LAC
