name,salary,year,team
Antawn Jamison,"$10,067,750",2003,GSW
Erick Dampier,"$6,858,500",2003,GSW
Chris Mills,"$6,000,000",2003,GSW
Bob Sura,"$5,639,999",2003,GSW
Danny Fortson,"$5,039,068",2003,GSW
Adonal Foyle,"$4,400,000",2003,GSW
Mike Dunleavy,"$3,100,080",2003,GSW
Jason Richardson,"$2,607,360",2003,GSW
Troy Murphy,"$1,408,680",2003,GSW
Jiri Welsch,"$1,234,080",2003,GSW
Earl Boykins,"$528,605",2003,GSW
Gilbert Arenas,"$512,435",2003,GSW
Oscar Torres,"$168,729",2003,GSW
Dean Oliver,"$118,735",2003,GSW
Guy Rucker,"$34,946",2003,GSW
A.J. Guyton,"$18,748",2003,GSW
