name,salary,year,team
Tyson Chandler,"$11,850,000",2010,CHO
Gerald Wallace,"$9,075,000",2010,CHO
Boris Diaw,"$9,000,000",2010,CHO
Stephen Jackson,"$7,650,000",2010,CHO
Nazr Mohammed,"$6,466,600",2010,CHO
DeSagana Diop,"$6,031,800",2010,CHO
Raymond Felton,"$5,501,196",2010,CHO
Tyrus Thomas,"$4,743,598",2010,CHO
D.J. Augustin,"$2,385,480",2010,CHO
Gerald Henderson,"$1,957,080",2010,CHO
Alexis Ajinca,"$1,372,080",2010,CHO
Theo Ratliff,"$1,306,455",2010,CHO
Stephen Graham,"$884,881",2010,CHO
Derrick Brown,"$457,588",2010,CHO
