name,salary,year,team
Karl Malone,"$15,750,000",2001,UTA
John Stockton,"$11,000,000",2001,UTA
Donyell Marshall,"$5,630,000",2001,UTA
Greg Ostertag,"$5,200,000",2001,UTA
Bryon Russell,"$4,570,000",2001,UTA
John Starks,"$2,250,000",2001,UTA
Olden Polynice,"$2,200,000",2001,UTA
Jacque Vaughn,"$1,500,000",2001,UTA
Danny Manning,"$1,200,000",2001,UTA
Quincy Lewis,"$1,000,440",2001,UTA
DeShawn Stevenson,"$828,120",2001,UTA
John Crotty,"$800,000",2001,UTA
David Benoit,"$736,000",2001,UTA
Scott Padgett,"$730,800",2001,UTA
Bruno Sundov,"$498,500",2001,UTA
