name,salary,year,team
Michael Finley,"$16,141,999",2007,DAL
Dirk Nowitzki,"$15,101,625",2007,DAL
Erick Dampier,"$9,628,000",2007,DAL
Jerry Stackhouse,"$9,296,874",2007,DAL
Jason Terry,"$8,100,000",2007,DAL
Austin Croshere,"$7,300,000",2007,DAL
Shawn Bradley,"$4,800,000",2007,DAL
Greg Buckner,"$3,240,741",2007,DAL
Devin Harris,"$3,153,120",2007,DAL
DeSagana Diop,"$1,998,000",2007,DAL
Devean George,"$1,974,259",2007,DAL
Tariq Abdul-Wahad,"$1,968,750",2007,DAL
Josh Howard,"$1,667,603",2007,DAL
Didier Ilunga-Mbenga,"$1,628,959",2007,DAL
Maurice Ager,"$906,480",2007,DAL
Pavel Podkolzin,"$600,000",2007,DAL
Jose Barea,"$412,718",2007,DAL
Pops Mensah-Bonsu,"$412,718",2007,DAL
Pat Carroll,"$110,000",2007,DAL
Ndudi Ebi,"$90,000",2007,DAL
