name,salary,year,team
LeBron James,"$20,644,400",2015,CLE
Kevin Love,"$15,719,062",2015,CLE
Anderson Varejao,"$9,704,595",2015,CLE
Kyrie Irving,"$7,070,730",2015,CLE
J.R. Smith,"$6,516,000",2015,CLE
Tristan Thompson,"$5,138,430",2015,CLE
Timofey Mozgov,"$4,650,000",2015,CLE
Mike Miller,"$2,732,000",2015,CLE
Iman Shumpert,"$2,616,975",2015,CLE
Brendan Haywood,"$2,213,688",2015,CLE
James Jones,"$1,448,490",2015,CLE
Shawn Marion,"$1,448,490",2015,CLE
Joe Harris,"$884,879",2015,CLE
Matthew Dellavedova,"$816,482",2015,CLE
Kendrick Perkins,"$434,547",2015,CLE
