name,salary,year,team
Stephon Marbury,"$17,184,375",2007,NYK
Steve Francis,"$15,070,000",2007,NYK
Jalen Rose,"$14,601,500",2007,NYK
Eddy Curry,"$8,171,103",2007,NYK
Quentin Richardson,"$7,525,500",2007,NYK
Malik Rose,"$7,525,397",2007,NYK
Maurice Taylor,"$7,500,000",2007,NYK
Shandon Anderson,"$7,244,726",2007,NYK
Jamal Crawford,"$7,200,000",2007,NYK
Jerome Williams,"$7,014,400",2007,NYK
Jerome James,"$5,400,000",2007,NYK
Jared Jeffries,"$5,215,000",2007,NYK
Channing Frye,"$2,325,000",2007,NYK
Renaldo Balkman,"$1,191,240",2007,NYK
Nate Robinson,"$1,185,480",2007,NYK
Kelvin Cato,"$1,071,225",2007,NYK
David Lee,"$926,040",2007,NYK
Mardy Collins,"$899,880",2007,NYK
Paul Miller,"$100,000",2007,NYK
