name,salary,year,team
Al Jefferson,"$13,833,333",2016,CHO
Nicolas Batum,"$12,235,750",2016,CHO
Kemba Walker,"$12,000,000",2016,CHO
Marvin Williams,"$7,000,000",2016,CHO
Michael Kidd-Gilchrist,"$6,331,404",2016,CHO
Courtney Lee,"$5,675,000",2016,CHO
Spencer Hawes,"$5,543,725",2016,CHO
Cody Zeller,"$4,204,200",2016,CHO
Jeremy Lamb,"$3,034,356",2016,CHO
Frank Kaminsky,"$2,612,500",2016,CHO
Jeremy Lin,"$2,100,000",2016,CHO
Tyler Hansbrough,"$1,185,784",2016,CHO
Troy Daniels,"$947,276",2016,CHO
Aaron Harrison,"$525,093",2016,CHO
Jorge Gutierrez,"$301,444",2016,CHO
Elliot Williams,"$80,000",2016,CHO
