name,salary,year,team
Bonzi Wells,"$7,700,000",2005,MEM
Lorenzen Wright,"$7,150,000",2005,MEM
Jason Williams,"$6,875,000",2005,MEM
Bo Outlaw,"$6,573,148",2005,MEM
Mike Miller,"$6,000,000",2005,MEM
Stromile Swift,"$5,993,105",2005,MEM
James Posey,"$5,408,700",2005,MEM
Brian Cardinal,"$4,903,000",2005,MEM
Pau Gasol,"$4,318,481",2005,MEM
Shane Battier,"$3,212,402",2005,MEM
Jake Tsakalidis,"$2,900,000",2005,MEM
Earl Watson,"$1,458,000",2005,MEM
Troy Bell,"$1,381,920",2005,MEM
Ryan Humphrey,"$1,223,160",2005,MEM
Dahntay Jones,"$1,143,360",2005,MEM
Antonio Burks,"$385,277",2005,MEM
Andre Emmett,"$385,277",2005,MEM
