name,salary,year,team
Kenyon Martin,"$9,454,546",2005,DEN
Marcus Camby,"$8,500,000",2005,DEN
Andre Miller,"$7,366,667",2005,DEN
Carmelo Anthony,"$3,471,360",2005,DEN
Voshon Lenard,"$3,250,000",2005,DEN
Nikoloz Tskitishvili,"$2,910,600",2005,DEN
Earl Boykins,"$2,500,000",2005,DEN
Nene,"$2,260,280",2005,DEN
Rodney White,"$1,797,845",2005,DEN
Bryon Russell,"$1,100,000",2005,DEN
Greg Buckner,"$870,046",2005,DEN
Mark Pope,"$870,046",2005,DEN
DerMarr Johnson,"$745,046",2005,DEN
Francisco Elson,"$620,046",2005,DEN
Arthur Johnson,"$385,277",2005,DEN
