name,salary,year,team
Bismack Biyombo,"$17,000,000",2018,ORL
Evan Fournier,"$17,000,000",2018,ORL
Nikola Vucevic,"$12,250,000",2018,ORL
Terrence Ross,"$10,500,000",2018,ORL
D.J. Augustin,"$7,250,000",2018,ORL
Jonathon Simmons,"$6,300,000",2018,ORL
Shelvin Mack,"$6,000,000",2018,ORL
Aaron Gordon,"$5,504,420",2018,ORL
Jonathan Isaac,"$4,186,320",2018,ORL
Mario Hezonja,"$4,078,320",2018,ORL
Elfrid Payton,"$3,332,340",2018,ORL
Arron Afflalo,"$2,328,652",2018,ORL
Marreese Speights,"$2,116,955",2018,ORL
Wesley Iwundu,"$1,050,000",2018,ORL
Khem Birch,"$815,615",2018,ORL
C.J. Watson,"$333,334",2018,ORL
