name,salary,year,team
John Salmons,"$8,500,000",2012,SAC
Marcus Thornton,"$7,000,000",2012,SAC
Francisco Garcia,"$5,800,000",2012,SAC
Chuck Hayes,"$5,250,000",2012,SAC
Tyreke Evans,"$4,151,640",2012,SAC
DeMarcus Cousins,"$3,627,720",2012,SAC
Jason Thompson,"$3,001,284",2012,SAC
Travis Outlaw,"$3,000,000",2012,SAC
J.J. Hickson,"$2,354,537",2012,SAC
Jimmer Fredette,"$2,238,360",2012,SAC
Donte Greene,"$2,015,896",2012,SAC
Tyler Honeycutt,"$775,000",2012,SAC
Hassan Whiteside,"$762,195",2012,SAC
Isaiah Thomas,"$473,604",2012,SAC
