name,salary,year,team
Andrei Kirilenko,"$13,735,000",2008,UTA
Carlos Boozer,"$11,260,483",2008,UTA
Mehmet Okur,"$8,500,000",2008,UTA
Derek Fisher,"$6,373,900",2008,UTA
Matt Harpring,"$6,000,000",2008,UTA
Kyle Korver,"$4,400,000",2008,UTA
Deron Williams,"$4,010,640",2008,UTA
Jarron Collins,"$2,350,000",2008,UTA
Jason Hart,"$2,300,000",2008,UTA
Ronnie Brewer,"$1,715,040",2008,UTA
Ronnie Price,"$1,100,000",2008,UTA
Morris Almond,"$1,005,960",2008,UTA
C.J. Miles,"$770,610",2008,UTA
Kyrylo Fesenko,"$750,000",2008,UTA
Paul Millsap,"$687,456",2008,UTA
