name,salary,year,team
Chris Bosh,"$14,500,000",2011,MIA
LeBron James,"$14,500,000",2011,MIA
Dwyane Wade,"$14,200,000",2011,MIA
Mike Miller,"$5,000,000",2011,MIA
Udonis Haslem,"$3,500,000",2011,MIA
Joel Anthony,"$3,300,000",2011,MIA
Eddie House,"$1,352,181",2011,MIA
Juwan Howard,"$1,352,181",2011,MIA
Zydrunas Ilgauskas,"$1,352,181",2011,MIA
Jamaal Magloire,"$1,229,255",2011,MIA
Carlos Arroyo,"$1,223,166",2011,MIA
Erick Dampier,"$1,129,469",2011,MIA
James Jones,"$1,069,509",2011,MIA
Mario Chalmers,"$854,389",2011,MIA
Patrick Beverly,"$473,604",2011,MIA
Da'Sean Butler,"$473,604",2011,MIA
Dexter Pittman,"$473,604",2011,MIA
Jerry Stackhouse,"$222,712",2011,MIA
