name,salary,year,team
Jermaine O'Neal,"$13,152,000",2004,IND
Austin Croshere,"$7,610,000",2004,IND
Jonathan Bender,"$5,800,000",2004,IND
Al Harrington,"$5,692,500",2004,IND
Metta World Peace,"$5,473,684",2004,IND
Scot Pollard,"$5,309,563",2004,IND
Reggie Miller,"$5,000,000",2004,IND
Jeff Foster,"$4,000,000",2004,IND
Fred Jones,"$1,506,000",2004,IND
Kenny Anderson,"$1,070,000",2004,IND
Primoz Brezec,"$861,600",2004,IND
Jamaal Tinsley,"$861,600",2004,IND
Anthony Johnson,"$813,679",2004,IND
Jamison Brewer,"$638,679",2004,IND
James Jones,"$366,931",2004,IND
