name,salary,year,team
Anfernee Hardaway,"$12,375,000",2003,PHO
Stephon Marbury,"$12,375,000",2003,PHO
Tom Gugliotta,"$10,892,000",2003,PHO
Bo Outlaw,"$6,585,000",2003,PHO
Randy Brown,"$2,700,000",2003,PHO
Shawn Marion,"$2,265,375",2003,PHO
Amar'e Stoudemire,"$1,767,120",2003,PHO
Joe Johnson,"$1,729,560",2003,PHO
Scott Williams,"$1,030,000",2003,PHO
Casey Jacobsen,"$941,040",2003,PHO
Jake Tsakalidis,"$877,680",2003,PHO
Dan Langhi,"$587,435",2003,PHO
Jake Voskuhl,"$587,435",2003,PHO
Alton Ford,"$512,435",2003,PHO
