name,salary,year,team
Zydrunas Ilgauskas,"$11,250,000",2002,CLE
Tyrone Hill,"$6,600,000",2002,CLE
Wesley Person,"$6,300,000",2002,CLE
Lamond Murray,"$3,750,000",2002,CLE
Bimbo Coles,"$2,200,000",2002,CLE
Chris Mihm,"$2,067,960",2002,CLE
Michael Doleac,"$2,000,856",2002,CLE
Bryant Stith,"$2,000,000",2002,CLE
Andre Miller,"$1,934,520",2002,CLE
DeSagana Diop,"$1,842,480",2002,CLE
Trajan Langdon,"$1,604,880",2002,CLE
Ricky Davis,"$1,496,400",2002,CLE
Brian Skinner,"$1,483,461",2002,CLE
Jumaine Jones,"$786,600",2002,CLE
Jeff Trepagnier,"$332,817",2002,CLE
