name,salary,year,team
Elton Brand,"$15,344,000",2008,LAC
Chris Kaman,"$8,600,000",2008,LAC
Cuttino Mobley,"$8,350,000",2008,LAC
Corey Maggette,"$7,000,000",2008,LAC
Sam Cassell,"$6,150,000",2008,LAC
Tim Thomas,"$5,632,200",2008,LAC
Shaun Livingston,"$4,404,629",2008,LAC
Aaron Williams,"$1,890,000",2008,LAC
Al Thornton,"$1,652,280",2008,LAC
Brevin Knight,"$1,600,000",2008,LAC
Dan Dickau,"$926,678",2008,LAC
Quinton Ross,"$826,046",2008,LAC
Josh Powell,"$800,000",2008,LAC
Paul Davis,"$687,456",2008,LAC
Richie Frahm,"$623,694",2008,LAC
Ruben Patterson,"$304,897",2008,LAC
Guillermo Diaz,"$56,065",2008,LAC
