name,salary,year,team
Andrew Bynum,"$16,889,000",2013,PHI
Elton Brand,"$16,059,854",2013,PHI
Spencer Hawes,"$8,500,000",2013,PHI
Thaddeus Young,"$8,289,130",2013,PHI
Jason Richardson,"$5,799,625",2013,PHI
Nick Young,"$5,600,000",2013,PHI
Evan Turner,"$5,293,080",2013,PHI
Dorell Wright,"$4,106,000",2013,PHI
Lavoy Allen,"$3,000,000",2013,PHI
Kwame Brown,"$2,819,044",2013,PHI
Jrue Holiday,"$2,674,852",2013,PHI
Royal Ivey,"$1,223,166",2013,PHI
Damien Wilkins,"$1,223,166",2013,PHI
Arnett Moultrie,"$1,042,320",2013,PHI
Charles Jenkins,"$762,195",2013,PHI
Jeremy Pargo,"$443,867",2013,PHI
Maalik Wayns,"$217,301",2013,PHI
Shelvin Mack,"$89,670",2013,PHI
