name,salary,year,team
Zach Randolph,"$14,666,667",2009,LAC
Baron Davis,"$11,250,000",2009,LAC
Marcus Camby,"$10,000,000",2009,LAC
Chris Kaman,"$9,500,000",2009,LAC
Eric Gordon,"$2,623,200",2009,LAC
Jason Hart,"$2,484,000",2009,LAC
Ricky Davis,"$2,300,000",2009,LAC
Al Thornton,"$1,776,240",2009,LAC
Jason Williams,"$1,262,275",2009,LAC
Brian Skinner,"$1,262,275",2009,LAC
Mardy Collins,"$1,034,760",2009,LAC
Steve Novak,"$797,581",2009,LAC
Cheikh Samb,"$797,581",2009,LAC
Alex Acker,"$711,517",2009,LAC
Fred Jones,"$622,531",2009,LAC
DeAndre Jordan,"$550,000",2009,LAC
Mike Taylor,"$500,000",2009,LAC
Paul Davis,"$328,416",2009,LAC
Hassan Adams,"$297,163",2009,LAC
