name,salary,year,team
Darius Miles,"$9,000,000",2010,POR
Marcus Camby,"$7,650,000",2010,POR
Joel Przybilla,"$6,857,725",2010,POR
Andre Miller,"$6,730,800",2010,POR
LaMarcus Aldridge,"$5,844,827",2010,POR
Greg Oden,"$5,361,240",2010,POR
Martell Webster,"$4,344,000",2010,POR
Brandon Roy,"$3,910,816",2010,POR
Jerryd Bayless,"$2,143,080",2010,POR
Juwan Howard,"$1,306,455",2010,POR
Rudy Fernandez,"$1,165,320",2010,POR
Nicolas Batum,"$1,118,760",2010,POR
Dante Cunningham,"$457,588",2010,POR
Patrick Mills,"$457,588",2010,POR
Jeff Pendergraph,"$457,588",2010,POR
Shavlik Randolph,"$88,488",2010,POR
Anthony Tolliver,"$51,983",2010,POR
